video_id,title,description,published_at,view_count,like_count,comment_count,duration
PAfG8P1cgiI,Imagine Dragons | Symphony (Inner City Youth Orchestra of Los Angeles Version) | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring Imagine Dragons and the Inner City Youth Orchestra of Los Angeles for a performance of ""Symphony"". Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@imaginedragons
https://www.instagram.com/imaginedragons/
https://www.facebook.com/ImagineDragons/
https://twitter.com/Imaginedragons
https://youtube.com/@ImagineDragons

https://www.instagram.com/icyola
https://www.facebook.com/icyola/
https://twitter.com/icyola_official?lang=en
https://www.youtube.com/@icyola

Imagine Dragons continue to redefine rock in the 21st century. Filling stadiums, crafting cloud-rattling anthems, and breaking records at every turn, diamond-certified GRAMMY® Award-winning Las Vegas quartet Imagine Dragons occupy rarified air as one of the biggest rock bands in the world. Tallying cumulative sales of 66 million album equivalents, 55 million digital songs, and 110 billion streams, they stand out as “the only band in history to earn four RIAA Diamond singles,” namely “Radioactive” (14x-platinum), “Believer” (10x-platinum), “Demons” (10x-platinum), and “Thunder” (10x-platinum).

The Inner City Youth Orchestra of Los Angeles (ICYOLA), the largest majority Black orchestra in the country.
Founded in 2009, ICYOLA transforms the lives and minds of young people in Inner City Los Angeles through high quality music education. They teach inner-city youth the great music of the world and provide opportunities for them to perform that music in the most magnificent settings of our community. They prepare our members for advanced study and high caliber success in music and otherwise. 

LYRICS:
Ever since I was young (Coming up, coming up) 
Always marching to a drum (Bra-da-dum, Bra-da-dum) 
Always focused on me (One one, one one) 
Now I wish that I could hold someone (Someone) 
 
So tell my mom, I love her 
Call my baby sister 
Should've hugged and kissed her 
'Cause life is just a mystery 
And it's gone before you know it 
So if you love me, won't you show it? 
  
'Cause this life is one big symphony 
This night is one for you and me 
I'm the strings and you're the timpani 
You're my constant tambourine 
This life is one big symphony 
So glad I've got you next to mе 
I'm the chords and you're the mеlody 
This life's one big symphony 
  
She was the piano 
I'm the xylophone 
You can have the trumpet 
I'm the saxophone 
 
Life is skipping rope (Keep going, keep going) 
Finding solace in a note (Dote dote, dote dote) 
Had to struggle when I was broke (So low, so low) 
Writing music just to cope (No hope, no hope) 
  
Yeah, life is just perspective 
Laughing when you've wrecked it 
Smiling when you kept it together 
You weathered the storm 
At the end of the play, you sang all the way 
Doesn't matter how off-key if you did it your way 
  
This life is one big symphony 
This night is one for you and me 
I'm the strings and you're the timpani 
You're my constant tambourine 
This life is one big symphony 
So glad I've got you next to me 
I'm the chords and you're the melody 
This life's one big symphony 
 
Would you care if I played you the flute? 
See, it's my favorite one because it's so delicate and beautiful 
I pull out the trombone if it's more suitable 
Wanna make you smile 
It's been a little while since I've seen the white of your teeth 
Been a hard year 
Lucky the guitar's here 

 Life is just one big symphony 
This life is one big symphony 
This night is one for you and me 
I'm the strings and you're the timpani 
You're my constant tambourine 
This life is one big symphony 
So glad I've got you next to me 
I'm the chords and you're the melody 
This life's one big symphony 

Music video by Imagine Dragons performing Symphony | Coke Studio . © 2023 KIDinaKORNER/Interscope Records",2023-06-23T12:01:03Z,10933785,51520,940,PT3M6S
gi6Mw_sENXk,NewJeans x J.I.D ZERO REMIX,"This NewJeans and J.I.D collaboration is Real Magic 🎤 🎶.
Watch the full performance NOW on YouTube. #CokeStudio #RealMagic",2023-06-21T16:20:07Z,168380,13791,64,PT19S
HX9vJaXD8WE,NewJeans x J.I.D | Zero (Remix) | Coke Studio,"Taste Coke Studio’s new drop, a collision session featuring NewJeans and J.I.D for the first ever performance of their co-written song ""Zero (Remix)"". Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/@newjeans_official
https://www.instagram.com/newjeans_official/
https://www.facebook.com/official.newjeans
https://twitter.com/NewJeans_ADOR
https://www.youtube.com/@NewJeans_official

https://www.tiktok.com/@jidsv
https://www.instagram.com/jidsv/
https://www.facebook.com/JIDSV
https://twitter.com/JIDsv
https://www.youtube.com/@jid6871

NewJeans are the first group to launch from ADOR, HYBE’s independent label led by Min Hee-Jin. Through their truthful and authentic music that evidence youthful spirits, the five-member act (MINJI HANNI, DANIELLE, HAERIN and HYEIN) aspires to elevate K-pop to new heights by pushing the boundaries of the existing K-pop scene.

Born and raised in East Atlanta, Grammy nominated J.I.D grew up on his parents’ collection of classic funk/soul LPs, and broke onto the scene with his 2015 EP, DiCaprio. The EP saw him collaborating with hip-hop duo EARTHGANG, whom he’d previously joined on a 2014 tour. Spotted here by J.Cole, J.I.D was promptly signed to Dreamville/Interscope Records. J.I.D’s nimble, head-nodding lyricism and lightning fast flow has awarded him a loyal and cult-like fanbase and his dedication to perfecting the art is sportsman-like, leaving room for him to be one of rap’s greatest in the making. 

LYRICS:
정말 짜릿했어 어디선가
내게 윙크한 까만 눈동자
Boy, your beautiful eyes got me lost now, yeah
깜짝 놀라게 하기는 해도
자신만만한 너의 그 태도
Liked you from the get go
Cool함은 그대로 부담감은 '제로'
'Cause you know you're sparkling like a shooting star
I can see us going far
얼마나 상큼할까
We will pop up all around the world
마법 같은 걸 I'm ready, let's go
You already know
That I don't ever want us to be
I don't ever want us to be
I don't ever want us to be apart
I don't ever want us to be
I don't ever want us to be apart
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola
사실 궁금했어
저기선가 내 눈에 띄던 까만 네 글자
Boy, your stylish glow up got me hooked now, yeah
살짝 짓궂게 보이긴 해도
완전 달달한 너의 그 애교
Liked you from the get go
Sweet함은 그대로
불안감은 '제로'
'Cause you know you're sparkling like a shooting star
I can see us going far
얼마나 상큼할까
We will pop up all around the world
마법 같은 걸 I'm ready, let's go
You already know
That I don't ever want us to be
I don't ever want us to be
I don't ever want us to be apart
I don't ever want us to be
I don't ever want us to be apart
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola
I never ever ever want for us to be apart,
thats a fear puppeteer pull the strings to my heart,
very serious severely sitting here inside the dark
cuz whenever u depart or disappear I feel parched..
all around the world I wonder where u are,
what u doin,
who u hanging wit,
prolly wit the stars at a party,
U the main event,
they the undercard,
life changing let em take a sip they be back tomorrow,
shame shame I’m still hanging with the same and lane changing in da range,
da black seats and cream guts bout to spill my drank,
gas station fill my tank,
rollin rollin candy paint,
right inside the cup holder trying to ignore da phone ranging,
JID a Buffalo soldier my mama told me bout da game,
never cared about the fame but now da whole world know my name,
now I’m off the road I made my quota no we ain’t da same,
if yeen notice,
chilling really but who the coldest
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola
코카콜라 맛있다
코카콜라 맛있다
See you looking, catch it
Here's your Cola
See you looking, catch it
Here's your Cola

ⓒ 2023 ADOR. All Rights Reserved.",2023-06-21T13:03:17Z,5076265,131300,3008,PT3M55S
Ss2U5xIu1J8,Jon Batiste | Be Who You Are (Solo Session) | Coke Studio,"Taste Coke Studio’s new drop, a solo session by Jon Batiste for a performance of Be Who You Are. Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.
#CokeStudio #RealMagic

https://coke.com/cokestudio 
https://www.instagram.com/cocacola/ 
https://twitter.com/CocaCola 
https://www.facebook.com/cocacola

https://www.tiktok.com/iamjonbatiste
https://www.instagram.com/jonbatiste
https://www.facebook.com/JonBatisteMusic
https://twitter.com/JonBatiste
https://www.youtube.com/jonbatistemusic

Jon Batiste is one of history’s most brilliant, prolific, and accomplished musicians. Batiste studied and received both a B.A. and M.F.A. at the world-renowned Juilliard School in New York City. In 2020, he won an Academy Award for Best Original Score for the Disney/Pixar film SOUL, an honor he shared with fellow composers Trent Reznor and Atticus Ross. He is the second black composer in history, after legendary jazz musician Herbie Hancock, to win an Academy Award for composition. Batiste’s latest studio album, WE ARE, was released in March 2021 to overwhelming critical acclaim. Subsequently, he was nominated for eleven Grammys across seven different categories, a first in Grammy history. He went on to win five of those Grammys, including Album of the Year.

LYRICS:
Lonely one
Out there on and eagles' wings
You’re bringing something they can’t bring
And singing something they can’t sing
I know it’s lonely when you’re saying something they ain’t heard
Don’t want to share a mumbling word
But just follow me and we will learn
It's tough but you can only be who you are
That’s just who I am that’s just my radio
That’s just who I am that’s just my video
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know
You can only be who you are
That’s just who I am that’s just my radio (radio)
That’s just who I am that’s just my video
Wherever you are, oh Lord
You can only be who you are
You can only be who you are
That’s just who I am that’s just my radio
That’s just who I am that’s just my video
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know
You can only be who you are
That’s just who I am that’s just my radio
That’s just who I am that’s just my video
Wherever you are, oh Lord
You can only be who you are
Who you are
You can only be who you are
That’s just who I am that’s just my radio
That’s just who I am that’s just my video
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know
You can only be who you are
That’s just who I am that’s just my radio (radio)

A Verve Records and Interscope Records release; (P) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.

(C) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.",2023-06-12T12:03:53Z,145384,3098,150,PT3M59S
EfpAEZw198c,J.I.D’s love language? Watching his fans sing along to his music. 🎤🎶,Memorize his verse on “Be Who You Are” -  Available now on Spotify and YouTube. #CokeStudio #RealMagic #JID #HipHop #Raptok #lyricism #BestFlows,2023-06-08T15:59:41Z,11103,593,9,PT44S
L8QUgf2EmwQ,Camilo es la guía que necesitas para ser esa persona que inspira,"Descubre ""Sé quien eres"" en Spotify y disfruta del video junto a Camilo en el canal de Youtube de Coke Studio 🎤 🎶 #CokeStudio #MagiaDeVerdad #Camilo #musica #musicaparatiktok",2023-06-08T14:05:18Z,12580,902,13,PT59S
2Fz4d6oV2NY,Archiving this under: Coke Studio’s sweetest moment on set. 🥲✨❤️,"Watch and listen to ""Be Who You Are"" featuring NewJeans now on YouTube and Spotify. 🎤 🎶 #CokeStudio #RealMagic #Kpop #Bunnies #NewJeansOfficial",2023-06-07T15:33:35Z,61846,5871,50,PT15S
EjxrTuqpxB0,Our new favorite quote: “Music is a universal language.” –Jon Batiste ✨❤️,"Watch and listen to ""Be Who You Are"" featuring Jon Batiste now on YouTube and Spotify. 🎤 🎶  #CokeStudio #RealMagic #JonBatiste",2023-06-07T15:14:00Z,13575,872,19,PT58S
vZysgJb_czE,"Be Who You Are (Trailer) | Coke Studio | Jon Batiste, J.I.D, NewJeans, Cat Burns, Camilo","Coke Studio’s latest drop is HERE.  Listen and watch ""Be Who You Are""  featuring Jon Batiste, Camilo, J.I.D, Cat Burns, and NewJeans now live on YouTube and Spotify.

#jonbatiste, #jid, #catburns, #camilo, #newjeans, #RealMagic, #CokeStudio",2023-05-31T12:00:00Z,33021,3577,50,PT16S
XEsrFIQOWZg,"Be Who You Are (Music Video) | Coke Studio | Jon Batiste, J.I.D, NewJeans, Cat Burns, Camilo","Taste Coke Studio’s new drop, an original collaboration between Jon Batiste, Camilo, J.I.D, Cat Burns, and NewJeans for a performance of Be Who You Are (Real Magic). Because only when we are true to ourselves, we can fully connect with others and create Real Magic moments.

https://coke.com/cokestudio
https://www.instagram.com/cocacola/
https://twitter.com/CocaCola
https://www.facebook.com/cocacola

Connect with Jon Batiste: https://www.instagram.com/jonbatiste 
Connect with Camilo: https://www.instagram.com/camilo
Connect with J.I.D: https://www.instagram.com/jidsv
Connect with Cat Burns: https://www.instagram.com/catburns
Connect with NewJeans: https://www.instagram.com/newjeans_official

LYRICS:
Lonely one 
Out there on an eagles' wings 
You’re bringing something they can’t bring 
And singing something they can’t sing 
I know it’s lonely when you’re saying something they ain’t heard 
Don’t want to share a mumbling word 
But just follow me and we will learn 
That you can only be who you are 

That’s just who I am that’s just my radio 
That’s just who I am that’s just my video 
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know 
You can only be who you are 
That’s just who I am that’s just my radio 
That’s just who I am that’s just my video 
Wherever you are 
Real Magic 
You can only be who you are 

Look, uh 
Short days turn to long nights 
I don’t take breaks, I don’t buy the hype 
We done made a way with no time to waste 
It's no wait in line, stay, place your wager 
bet on little buddy, betting safer 
melancholy, cool, calm behavior, 
Before the thunder, rain, storm, the pavement 
I grew some wings that we can fly away with 
Do the things that you cannot explain and 
Find a way to get us out a maze 
What we made of, on the cusp of doing something greater, unafraid 
Been over all the underestimation, don’t get mad at your imagination 
If it’s real magic, you ain’t gotta chase it 
You can only be who you are 

That’s just who I am that’s just my radio 
That’s just who I am that’s just my video (Real Magic) 
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know 
You can only be who you are 
That’s just who I am that’s just my radio 
That’s just who I am that’s just my video 
Wherever you are, oh lord 
You can only be who you are 

언제나 걸고있는 주문이 들리지 
(Can hear the magic always) 
Clear all the talk away, there’s nothing better really 
우리 이대로 다 
(Us, just as we are) 
Go ahead and try 
완성됐어 이미 (yeah) 
(Complete already yeah) 
Got into the spirit (yeah) 
잘했어 we did it yeah yeah 
(Good job, we did it yeah yeah) 

Que venga todo el mundo a ver 
(Let all the world come and see) 
que cuando estoy contigo es mi cosa preferida, 
(that when I'm with you is my favorite thing) 
que la vida es más grande mientras más es compartida 
(that life is bigger the more it is shared) 
que cuando estamos juntos mi vida 
(that when we are together my life) 
la magia no termina 
(the magic doesn't end) 
We can only be who we are 

That’s just who I am that’s just my radio 
That’s just who I am that’s just my video 
That’s just who I, I, I am I, I, I can’t pretend ‘cause I know 
You can only be who you are

A Verve Records and Interscope Records release; (P) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.

(C) 2023 Naht Jona, LLC, under exclusive license to Verve Label Group, a division of UMG Recordings, Inc.",2023-05-31T11:59:26Z,14199643,112673,4911,PT4M21S
10LwbF_2OfM,Coke Studio Secret Sessions ™,"Vi elsker musikk, og derfor vil vi bidra til å løfte og gi oppmerksomhet til magiske, up and coming artister som Han Herman ✨ Det gjør vi ikke bare ved å pare han opp med vår ambassadør Jennie Sofie, som i denne episoden, men også ved å booke han inn som artist til årets Coke Studio Secret Sessions ™ 🔥 Jennie Sofie og Han Herman kommer, gjør du?

Last ned Coca-Cola appen for å vinne billetter: https://stories.onelink.me/YCoa/shp5z26x 
Hør mer av Han Herman sin musikk her: https://spoti.fi/3U62D4b",2023-04-17T13:12:12Z,4537,29,3,PT8M6S
sANy0QzwkFg,Coke Studio: ‘’The Drop’’ with Anne-Marie,"Host @YinkaBokinni gets together with British singer @annemarie as she takes on this special episode of “The Drop”.​

Together with the Coke vending machine, she is left looking for her missing piece as the clock counts down!​

​Find your favourite artists’ full episode in our playlist here: https://youtube.com/playlist?list=PLkq3shiPXK2FJr1fv2-WdxcKsn2fcLumw

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

​Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

#CokeStudio #RealMagic #AnneMarie​

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2023-02-23T23:00:35Z,8099,97,7,PT6M8S
xHcFcWGgWrY,Coke Studio x Zoe Wees collab coming soon,"German singer-songwriter Zoe Wees is collaborating with Coke Studio in this unique YouTube series, launching in Autumn 2023.​

​Working with exciting emerging artists from across Europe, follow as Zoe mentors and creates Real Magic with them in the studio!​

​Subscribe to this Coke Studio YouTube channel and don’t miss out on your favourite artists as you’ve never seen them before.​

#CokeStudio #RealMagic #ZoeWees​

©2023 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company",2022-12-28T23:00:24Z,2103,34,5,PT52S
cXjbS7_eRrg,Coke Studio at Lollapalooza: Best of ‘’The Drop’’,"Yinka Bokinni hosts this best-of edition of new gameshow ‘The Drop’. ​

Watch Faouzia get a different kind of artistic, Zoe Wees glam herself up, and Iann Dior ‘try his hand’ at the art of manicure.​

​Find your favourite artists’ full episode on the Coke Studio Global YouTube channel.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?​

​Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.​

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.​

#CokeStudio #RealMagic #Lollapalooza ​

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company",2022-12-19T18:06:26Z,2357,25,1,PT1M11S
3ERgDXo2st0,"Coke Studio at Coca-Cola Music Experience: ‘’The Drop’’ with Chanel, Mimi Webb and Ptazeta","Join Yinka Bokinni live at the Coca Cola Music Experience, Madrid, as the Coke vending machine serves unexpected challenges to our special guest artists.​

Watch Chanel as she tackles a super silent challenge, see Mimi Webb’s quiz take a Freaky Friday twist, and learn whether Ptazeta’s a capella sound effects can beat ‘The Drop’.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-12-14T10:29:16Z,3295,45,1,PT5M40S
eH-rTuJiaCQ,"Coke Studio at Coca-Cola Music Experience: ‘’The Drop’’ with Gayle, New Rules and Lola Indigo","Coke Studio and host Yinka Bokinni team up for new game show — ‘The Drop’. Watch our guests tackle the crazy challenges dished out by the Coke vending machine at CCME, Madrid.​

This talent-packed, triple bill episode tests Lola Indigo’s reflexes and memory, puts a loudness limit on Gayle, and introduces New Rules to some new instruments. ​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #realmagic 

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-12-12T23:00:30Z,2146,32,0,PT5M14S
MOXaj2DU2CM,Coke Studio at Coca-Cola Music Experience: Best of ‘’The Drop’’,"Taking you from your favourite festivals to the Coke Studio, new gameshow ‘The Drop’ pits the artists you love against challenges served cold by our Coke vending machine.​

Watch as host Yinka Bokinni guides Lola Indigo, Chanel, New Rules, Mimi Webb, Gayle, and Ptazeta as they go up against our games master — with hilarious consequences.​

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic ​

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-12-02T23:00:11Z,3017,21,1,PT1M1S
FZ7fr7ckekk,Coke Studio at Lollapalooza Berlin: ‘’The Drop’’ with Iann Dior,"Join host Yinka Bokinni and guest Iann Dior at Lollapalooza Berlin as our Coke vending machine sets more unorthodox challenges. 

New gameshow ‘The Drop’ puts the emo rapper’s drawing skills to the test — but will an oddly lifelike prop help him ‘nail’ an equally odd manicure challenge?

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic #Lollapalooza 

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-11-30T23:00:07Z,3827,84,2,PT5M4S
CvT9uY_Vtu8,A Kind of Magic - Felukah & Tamtam (Coke Studio Performance at the FIFA Fan Festival™),"Turn up the magic this #FIFAWorldCup with the Coca-Cola FIFA World Cup™ anthem, presented by #CokeStudio! #BelievingIsMagic",2022-11-30T10:01:00Z,1718,6,0,PT3M45S
4IJwzr9W3xs,Coke Studio at Lollapalooza Berlin: ‘’The Drop’’’ with Zoe Wees,"Can Zoe Wees beat ‘The Drop’? Find out in this episode filmed at Lollapalooza, Berlin. 

Join host Yinka Bokinni for more crazy challenges — including the moment our Coke vending machine makes our guest vocalist reveal her telepathic superpowers. 

The Drop at Coke Studio is a gameshow run by our very own games master, the vending machine. Musical performance and quick wits are rewarded, but only if they can beat the timer. Who will win?

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music.

Watch as we aim to bring music fans closer to the Real Magic of music and the people that make it.

#CokeStudio #RealMagic #Lollapalooza 

©2022 The Coca-Cola Company. Coca-Cola Zero and Coke Studio are registered trademarks of The Coca-Cola Company.",2022-11-24T23:00:02Z,1587,18,0,PT4M44S
mme0SpaYU4Y,Tesher - Aaja (Coke Studio Exclusive Live Performance),"Tesher performs his track ""Aaja"" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, back stage moments, and more to experience Coca-Cola’s Real Magic.

About Tesher: TikTok phenomenon taking the Desi hip hop world by storm. Tesher, a multilingual rapper, singer, songwriter, producer and sound engineer is bringing South Asian influences to the global soundscape in ways never heard before. His Canadian upbringing and Indian heritage have led him to create genre-defying and energetic music that resonates with audiences beyond his dual identity. Following in the footsteps of K-Pop and Latin acts before him, Tesher authentically bridges the gap between the cultures - owning the narrative and his South Asian identity through his innovative globe-trotting music.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive

https://www.youtube.com/c/TesherMusic",2022-11-18T17:00:56Z,45990,1191,12,PT2M52S
2_PMV-5Y_x8,Inside Coke Studio with Felukah - Behind the Scenes,"Go behind the scenes with Felukah at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, backstage moments, and more to experience Coca-Cola’s Real Magic.

About Felukah:
Dubbed the “neo-soul artist bringing the Nile to New York,” Felukah’s voice is among the most distinct and versatile in contemporary genre-bending rap. She dropped her first bilingual project, “Citadel” independently in 2019. Regularly code-switching between English and Arabic, Felukah connected to indie label Abu Recordings and worked closely with them to produce and distribute her debut album “Dream 23” in 2020. In 2021, Felukah released the Kawkab EP, which featured her indie rock debut “Love on the Comedown” and marked the artist as one of serious range. Felukah’s latest project “The Love Serum” is currently being rolled out, with the latest release being an ode to women who empower one another and their societies— “Sterlini.”

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudiog...
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-11-04T16:56:31Z,1740,16,1,PT59S
6Rln5m6tHNs,A Kind Of Magic (Coke Studio Performance for the FIFA World Cup 2022™️) Lyric Video,"Check out the lyric video of Felukah and Tamtam's new performance of Queen’s A Kind of Magic for Coca-Cola’s FIFA World Cup 2022™ campaign.

Coke Studio is where music meets culture creating Real Magic. Explore Coke Studio for videos of artists’ performances, backstage moments, and inspiration behind the music of our artists.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudiog...
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-11-04T16:56:29Z,6143,97,6,PT2M23S
nzLkuBieyyE,Inside Coke Studio with Tamtam - Behind the Scenes,"Go behind the scenes with Tamtam at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, backstage moments, and more to experience Coca-Cola’s Real Magic.

About Tamtam: Saudi singer and songwriter Tamtam is based between Los Angeles and Riyadh. Her sound is not one to put in a box, but you can hear Alternative R&B and Pop influences. Her single “We've Got Wings”, released in late 2015, helped promote a Saudi Breast Cancer awareness organization founded by Princess Reema Bint Bandar. “Gender Game” is a song about her journey as a Saudi woman pursuing a music career. Her defiant single “Rise” released in 2018 reached over 1 million Youtube views. In 2019 she performed her song “One Earth” at the Global Goals World Cup in NYC. She harmoniously combines her Arabic roots with western influences in her latest singles: ‘’ISMAK’’, ‘’INSAK’’, and ‘’RUN’’, ahead of her anticipated EP coming this fall.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudiog...
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-11-04T16:56:26Z,696,6,0,PT1M5S
tdrLPS1VTj8,Tamtam - Ismak (Live Performance at Coke Studio Global),"Tamtam performs her track """"Ismak"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, backstage moments, and more to experience Coca-Cola’s Real Magic.

About Tamtam: 
Saudi singer and songwriter Tamtam is based between Los Angeles and Riyadh. Her sound is not one to put in a box, but you can hear Alternative R&B and Pop influences. Her single “We've Got Wings”, released in late 2015, helped promote a Saudi Breast Cancer awareness organization founded by Princess Reema Bint Bandar. “Gender Game” is a song about her journey as a Saudi woman pursuing a music career. Her defiant single “Rise” released in 2018 reached over 1 million Youtube views. In 2019 she performed her song “One Earth” at the Global Goals World Cup in NYC. She harmoniously combines her Arabic roots with western influences in her latest singles: ‘’ISMAK’’, ‘’INSAK’’, and ‘’RUN’’, ahead of her anticipated EP coming this fall.

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudiog...
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-10-27T16:19:37Z,8225,127,9,PT3M26S
BgDZvD7doRY,Felukah - Nefsi (Live Performance at Coke Studio Global),"Felukah performs her track """"Nefsi"""" at Coke Studio. Explore Coke Studio and check out videos of artists’ performances, backstage moments, and more to experience Coca-Cola’s Real Magic.

About Felukah:
Dubbed the “neo-soul artist bringing the Nile to New York,” Felukah’s voice is among the most distinct and versatile in contemporary genre-bending rap. She dropped her first bilingual project, “Citadel” independently in 2019. Regularly code-switching between English and Arabic, Felukah connected to indie label Abu Recordings and worked closely with them to produce and distribute her debut album “Dream 23” in 2020. In 2021, Felukah released the Kawkab EP, which featured her indie rock debut “Love on the Comedown” and marked the artist as one of serious range. Felukah’s latest project “The Love Serum” is currently being rolled out, with the latest release being an ode to women who empower one another and their societies— “Sterlini.”

#CokeStudio #RealMagic #CokeMusic #CokeStudioLive #FIFAWorldCup #Qatar2022

More Coke Studio:
Watch More Videos: https://www.youtube.com/c/cokestudiog...
https://twitter.com/CocaCola
https://www.instagram.com/cocacola/
https://www.facebook.com/cocacola",2022-10-27T16:19:39Z,10368,160,9,PT3M1S
